q_0.2,q_0.35,q_0.5,q_0.6,q_0.7,q_0.75,q_0.8,q_0.85,q_0.9,q_0.925,q_0.95,q_0.975,predictions,prob_exceed_280,risk_label
5.0,5.0,5.0,5.0,8.0,12.0,12.0,12.0,12.0,16.0,37.0,76.0,12.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,49.0,113.0,6.0,0.0,SAFE
5.0,8.0,8.0,8.0,9.0,11.0,11.0,21.0,30.0,35.0,35.0,70.0,11.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,18.0,18.0,49.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,75.0,6.0,0.0,SAFE
5.0,20.0,53.0,129.0,228.0,228.0,228.0,228.0,228.0,238.0,238.0,238.0,228.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,7.0,14.0,42.0,67.0,67.0,91.0,6.0,0.0,SAFE
5.0,5.0,5.0,13.0,14.0,33.0,316.0,316.0,391.0,391.0,391.0,462.0,174.0,0.20628318584070793,EXCEED
6.0,6.0,7.0,10.0,10.0,11.0,11.0,11.0,24.0,24.0,24.0,79.0,11.0,0.0,SAFE
5.0,5.0,5.0,10.0,10.0,10.0,10.0,24.0,47.0,47.0,132.0,132.0,10.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,14.0,17.0,22.0,43.0,52.0,84.0,112.0,16.0,0.0,SAFE
5.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,24.0,36.0,37.0,46.0,9.0,0.0,SAFE
5.0,5.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,70.0,70.0,11.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,10.0,11.0,27.0,27.0,27.0,27.0,9.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,8.0,13.0,18.0,18.0,18.0,18.0,50.0,11.0,0.0,SAFE
5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,21.0,58.0,8.0,0.0,SAFE
5.0,5.0,11.0,18.0,26.0,26.0,26.0,26.0,26.0,26.0,33.0,69.0,26.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,43.0,6.0,0.0,SAFE
10.0,10.0,10.0,10.0,37.0,37.0,37.0,37.0,37.0,37.0,106.0,547.0,37.0,0.04013605442176871,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,57.0,113.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,50.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,37.0,48.0,121.0,5.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,26.0,26.0,37.0,172.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,32.0,47.0,63.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,28.0,12.0,0.0,SAFE
10.0,29.0,45.0,49.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,132.0,120.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,20.0,20.0,20.0,83.0,148.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,8.0,16.0,16.0,16.0,16.0,64.0,8.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,12.0,12.0,12.0,48.0,8.0,0.0,SAFE
5.0,6.0,10.0,10.0,10.0,20.0,26.0,26.0,40.0,40.0,40.0,71.0,23.0,0.0,SAFE
86.0,227.0,227.0,227.0,250.0,486.0,566.0,566.0,628.0,628.0,628.0,628.0,526.0,0.29364406779661023,EXCEED
5.0,5.0,6.0,22.0,22.0,22.0,22.0,22.0,49.0,49.0,185.0,185.0,22.0,0.0,SAFE
8.0,8.0,55.0,93.0,118.0,118.0,118.0,118.0,118.0,126.0,126.0,162.0,118.0,0.0,SAFE
5.0,8.0,8.0,13.0,50.0,244.0,297.0,558.0,786.0,786.0,786.0,786.0,270.0,0.2160377358490566,EXCEED
5.0,5.0,6.0,6.0,8.0,8.0,20.0,54.0,94.0,94.0,187.0,187.0,14.0,0.0,SAFE
5.0,5.0,6.0,9.0,9.0,11.0,11.0,17.0,17.0,17.0,27.0,67.0,11.0,0.0,SAFE
5.0,5.0,7.0,7.0,10.0,21.0,21.0,32.0,32.0,32.0,120.0,120.0,21.0,0.0,SAFE
5.0,5.0,6.0,10.0,10.0,10.0,10.0,18.0,18.0,18.0,22.0,100.0,10.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,14.0,14.0,14.0,14.0,14.0,14.0,78.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,22.0,56.0,139.0,20.0,0.0,SAFE
5.0,5.0,20.0,22.0,29.0,29.0,49.0,49.0,49.0,49.0,55.0,106.0,39.0,0.0,SAFE
5.0,5.0,8.0,14.0,14.0,14.0,14.0,17.0,26.0,26.0,43.0,112.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,12.0,13.0,13.0,13.0,21.0,51.0,9.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,53.0,7.0,0.0,SAFE
5.0,5.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,13.0,13.0,51.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,17.0,17.0,17.0,113.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,22.0,22.0,22.0,22.0,50.0,94.0,201.0,321.0,22.0,0.03354166666666669,SAFE
5.0,5.0,5.0,6.0,9.0,10.0,10.0,10.0,10.0,13.0,14.0,69.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,42.0,54.0,54.0,9.0,0.0,SAFE
8.0,8.0,8.0,9.0,10.0,17.0,30.0,30.0,30.0,181.0,181.0,339.0,24.0,0.034335443037974755,SAFE
6.0,6.0,6.0,8.0,8.0,8.0,8.0,26.0,26.0,26.0,55.0,62.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,11.0,61.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,9.0,14.0,52.0,52.0,52.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,11.0,21.0,21.0,21.0,88.0,136.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,37.0,37.0,74.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,48.0,5.0,0.0,SAFE
8.0,8.0,8.0,9.0,23.0,23.0,38.0,49.0,73.0,73.0,73.0,73.0,30.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,13.0,13.0,13.0,156.0,156.0,6.0,0.0,SAFE
7.0,7.0,14.0,14.0,14.0,18.0,18.0,18.0,28.0,28.0,33.0,84.0,18.0,0.0,SAFE
5.0,6.0,12.0,12.0,20.0,20.0,20.0,36.0,36.0,36.0,39.0,83.0,20.0,0.0,SAFE
5.0,5.0,6.0,9.0,11.0,15.0,15.0,15.0,21.0,56.0,63.0,129.0,15.0,0.0,SAFE
5.0,5.0,5.0,9.0,13.0,13.0,13.0,13.0,13.0,16.0,30.0,85.0,13.0,0.0,SAFE
5.0,5.0,5.0,6.0,8.0,12.0,12.0,13.0,13.0,13.0,36.0,78.0,12.0,0.0,SAFE
5.0,8.0,9.0,10.0,12.0,12.0,12.0,25.0,25.0,25.0,25.0,49.0,12.0,0.0,SAFE
9.0,21.0,21.0,21.0,21.0,34.0,34.0,44.0,44.0,106.0,106.0,216.0,34.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,26.0,26.0,31.0,39.0,5.0,0.0,SAFE
12.0,25.0,92.0,96.0,144.0,215.0,225.0,225.0,225.0,225.0,225.0,225.0,220.0,0.0,SAFE
5.0,6.0,12.0,22.0,87.0,87.0,163.0,163.0,163.0,163.0,163.0,308.0,125.0,0.029814305364511684,SAFE
5.0,6.0,6.0,6.0,9.0,25.0,30.0,30.0,30.0,30.0,244.0,244.0,28.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,15.0,74.0,5.0,0.0,SAFE
9.0,82.0,82.0,588.0,1088.0,1676.0,1955.0,1955.0,2097.0,2097.0,2097.0,2097.0,1816.0,0.4608695652173913,EXCEED
9.0,11.0,17.0,17.0,26.0,26.0,42.0,42.0,42.0,65.0,120.0,120.0,34.0,0.0,SAFE
5.0,5.0,5.0,82.0,198.0,198.0,198.0,252.0,252.0,252.0,252.0,509.0,198.0,0.047233009708737894,SAFE
5.0,5.0,5.0,5.0,5.0,17.0,44.0,44.0,44.0,44.0,55.0,98.0,30.0,0.0,SAFE
5.0,5.0,5.0,5.0,18.0,18.0,60.0,60.0,60.0,85.0,108.0,128.0,39.0,0.0,SAFE
7.0,10.0,10.0,10.0,10.0,10.0,37.0,64.0,64.0,64.0,91.0,459.0,24.0,0.03716032608695652,SAFE
15.0,33.0,94.0,128.0,128.0,206.0,222.0,222.0,295.0,298.0,433.0,552.0,214.0,0.11020408163265305,SAFE
5.0,5.0,6.0,9.0,9.0,9.0,28.0,28.0,28.0,31.0,31.0,73.0,18.0,0.0,SAFE
14.0,44.0,152.0,986.0,990.0,1040.0,1232.0,1361.0,1361.0,1361.0,1361.0,1361.0,1136.0,0.48465227817745804,EXCEED
5.0,14.0,15.0,54.0,175.0,273.0,425.0,454.0,506.0,506.0,506.0,506.0,349.0,0.2476973684210526,EXCEED
5.0,7.0,11.0,11.0,13.0,18.0,18.0,31.0,36.0,36.0,73.0,128.0,18.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,41.0,60.0,60.0,91.0,137.0,6.0,0.0,SAFE
6.0,6.0,6.0,10.0,10.0,19.0,19.0,20.0,20.0,20.0,42.0,120.0,19.0,0.0,SAFE
7.0,9.0,39.0,39.0,44.0,51.0,253.0,253.0,344.0,344.0,344.0,344.0,152.0,0.13520547945205486,SAFE
5.0,5.0,5.0,5.0,10.0,10.0,10.0,37.0,83.0,83.0,83.0,104.0,10.0,0.0,SAFE
8.0,14.0,29.0,76.0,105.0,132.0,141.0,148.0,159.0,208.0,208.0,208.0,136.0,0.0,SAFE
5.0,11.0,17.0,46.0,50.0,66.0,66.0,66.0,66.0,76.0,76.0,82.0,66.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,55.0,55.0,55.0,155.0,9.0,0.0,SAFE
5.0,6.0,12.0,20.0,42.0,42.0,44.0,84.0,84.0,84.0,84.0,87.0,43.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,12.0,12.0,12.0,42.0,63.0,63.0,133.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,10.0,11.0,11.0,11.0,11.0,11.0,74.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,72.0,9.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,133.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,103.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,12.0,89.0,217.0,267.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,39.0,110.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,14.0,15.0,19.0,38.0,71.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,16.0,58.0,7.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,55.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,16.0,16.0,16.0,55.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,43.0,89.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,13.0,68.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,10.0,77.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,13.0,13.0,13.0,35.0,117.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,11.0,69.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,15.0,15.0,15.0,26.0,125.0,6.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,13.0,14.0,55.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,28.0,53.0,128.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,18.0,18.0,41.0,69.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,40.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,22.0,52.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,11.0,11.0,11.0,11.0,11.0,18.0,36.0,79.0,11.0,0.0,SAFE
5.0,8.0,10.0,16.0,20.0,24.0,41.0,44.0,66.0,66.0,66.0,129.0,32.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,111.0,7.0,0.0,SAFE
5.0,5.0,7.0,7.0,7.0,31.0,31.0,31.0,31.0,31.0,31.0,127.0,31.0,0.0,SAFE
5.0,5.0,5.0,5.0,17.0,17.0,23.0,23.0,24.0,24.0,24.0,86.0,20.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,51.0,68.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,9.0,9.0,17.0,25.0,83.0,149.0,8.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,16.0,54.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,53.0,5.0,0.0,SAFE
5.0,5.0,8.0,8.0,8.0,8.0,8.0,54.0,54.0,54.0,86.0,143.0,8.0,0.0,SAFE
5.0,5.0,7.0,12.0,14.0,14.0,24.0,28.0,34.0,34.0,34.0,42.0,19.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,14.0,14.0,21.0,21.0,21.0,67.0,10.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,17.0,17.0,37.0,37.0,37.0,53.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,74.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,9.0,11.0,11.0,11.0,12.0,13.0,22.0,72.0,11.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,11.0,11.0,19.0,71.0,6.0,0.0,SAFE
8.0,27.0,34.0,34.0,155.0,155.0,157.0,157.0,157.0,157.0,157.0,157.0,156.0,0.0,SAFE
5.0,8.0,8.0,14.0,30.0,64.0,64.0,64.0,64.0,64.0,64.0,82.0,64.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,11.0,18.0,18.0,46.0,60.0,97.0,247.0,14.0,0.0,SAFE
5.0,5.0,6.0,6.0,9.0,10.0,10.0,19.0,29.0,29.0,29.0,76.0,10.0,0.0,SAFE
5.0,10.0,11.0,41.0,41.0,85.0,163.0,235.0,291.0,291.0,364.0,446.0,124.0,0.10982142857142851,SAFE
5.0,5.0,10.0,10.0,10.0,10.0,21.0,21.0,51.0,208.0,208.0,208.0,16.0,0.0,SAFE
5.0,6.0,10.0,19.0,31.0,32.0,32.0,117.0,117.0,117.0,117.0,120.0,32.0,0.0,SAFE
5.0,5.0,7.0,18.0,27.0,27.0,27.0,36.0,36.0,134.0,134.0,182.0,27.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,74.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,11.0,11.0,57.0,109.0,143.0,242.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,28.0,110.0,194.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,8.0,8.0,8.0,30.0,30.0,30.0,80.0,229.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,10.0,10.0,10.0,81.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,14.0,14.0,14.0,14.0,58.0,8.0,0.0,SAFE
5.0,17.0,27.0,33.0,33.0,33.0,33.0,114.0,114.0,140.0,140.0,140.0,33.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,10.0,10.0,98.0,98.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,10.0,18.0,18.0,49.0,49.0,49.0,49.0,157.0,18.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,11.0,14.0,19.0,46.0,7.0,0.0,SAFE
16.0,20.0,35.0,109.0,109.0,109.0,121.0,121.0,174.0,174.0,174.0,351.0,115.0,0.0350282485875707,SAFE
5.0,6.0,7.0,16.0,43.0,55.0,55.0,55.0,55.0,55.0,55.0,64.0,55.0,0.0,SAFE
5.0,5.0,5.0,68.0,68.0,68.0,68.0,139.0,139.0,139.0,139.0,223.0,68.0,0.0,SAFE
5.0,5.0,5.0,8.0,26.0,26.0,53.0,78.0,78.0,78.0,78.0,95.0,40.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,20.0,20.0,20.0,92.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,12.0,12.0,14.0,16.0,80.0,148.0,9.0,0.0,SAFE
5.0,6.0,10.0,10.0,12.0,17.0,28.0,28.0,28.0,37.0,146.0,166.0,22.0,0.0,SAFE
7.0,16.0,40.0,40.0,40.0,40.0,40.0,80.0,80.0,162.0,162.0,191.0,40.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,12.0,32.0,32.0,32.0,39.0,61.0,126.0,22.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,60.0,6.0,0.0,SAFE
6.0,6.0,9.0,80.0,80.0,85.0,85.0,85.0,85.0,86.0,88.0,98.0,85.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,34.0,34.0,129.0,256.0,11.0,0.0,SAFE
5.0,6.0,6.0,8.0,9.0,13.0,13.0,13.0,20.0,21.0,21.0,92.0,13.0,0.0,SAFE
7.0,7.0,11.0,40.0,40.0,73.0,80.0,182.0,212.0,212.0,212.0,212.0,76.0,0.0,SAFE
5.0,8.0,8.0,8.0,8.0,8.0,32.0,32.0,32.0,32.0,183.0,183.0,20.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,7.0,32.0,32.0,32.0,32.0,202.0,202.0,19.0,0.0,SAFE
5.0,10.0,21.0,44.0,51.0,51.0,60.0,128.0,128.0,128.0,128.0,128.0,56.0,0.0,SAFE
8.0,16.0,20.0,20.0,47.0,47.0,47.0,47.0,106.0,107.0,107.0,182.0,47.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,13.0,78.0,5.0,0.0,SAFE
5.0,6.0,31.0,52.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,147.0,64.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,14.0,14.0,14.0,73.0,6.0,0.0,SAFE
6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,73.0,6.0,0.0,SAFE
5.0,5.0,5.0,7.0,10.0,10.0,18.0,18.0,22.0,22.0,26.0,80.0,14.0,0.0,SAFE
5.0,5.0,5.0,8.0,33.0,33.0,33.0,33.0,33.0,95.0,95.0,95.0,33.0,0.0,SAFE
5.0,5.0,5.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,271.0,42.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,35.0,35.0,72.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,16.0,16.0,58.0,58.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,26.0,105.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,12.0,12.0,37.0,50.0,50.0,55.0,9.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,31.0,50.0,84.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,66.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,35.0,73.0,7.0,0.0,SAFE
5.0,6.0,23.0,31.0,98.0,98.0,127.0,145.0,162.0,162.0,162.0,162.0,113.0,0.0,SAFE
5.0,10.0,17.0,29.0,29.0,36.0,36.0,36.0,36.0,36.0,36.0,68.0,36.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,66.0,84.0,84.0,92.0,15.0,0.0,SAFE
5.0,5.0,6.0,9.0,26.0,26.0,38.0,66.0,98.0,112.0,112.0,112.0,32.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,28.0,28.0,28.0,28.0,99.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,14.0,14.0,18.0,68.0,6.0,0.0,SAFE
5.0,5.0,8.0,8.0,8.0,10.0,10.0,42.0,47.0,47.0,59.0,96.0,10.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,8.0,10.0,11.0,11.0,11.0,11.0,122.0,9.0,0.0,SAFE
5.0,5.0,5.0,13.0,13.0,13.0,13.0,13.0,13.0,30.0,30.0,129.0,13.0,0.0,SAFE
8.0,8.0,36.0,70.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,285.0,192.0,0.026350308641975295,SAFE
5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,28.0,66.0,121.0,8.0,0.0,SAFE
5.0,14.0,14.0,16.0,16.0,16.0,21.0,23.0,23.0,34.0,34.0,117.0,18.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,8.0,17.0,17.0,17.0,17.0,75.0,7.0,0.0,SAFE
5.0,7.0,10.0,14.0,14.0,14.0,14.0,14.0,30.0,30.0,30.0,71.0,14.0,0.0,SAFE
5.0,5.0,6.0,7.0,10.0,11.0,11.0,11.0,11.0,21.0,21.0,85.0,11.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,58.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,140.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,17.0,17.0,17.0,17.0,33.0,38.0,97.0,17.0,0.0,SAFE
5.0,5.0,8.0,8.0,91.0,91.0,91.0,91.0,230.0,230.0,230.0,230.0,91.0,0.0,SAFE
5.0,6.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,113.0,32.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,7.0,8.0,18.0,18.0,18.0,26.0,57.0,8.0,0.0,SAFE
7.0,7.0,7.0,21.0,21.0,26.0,48.0,48.0,80.0,92.0,92.0,92.0,37.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,28.0,28.0,84.0,8.0,0.0,SAFE
5.0,5.0,5.0,13.0,13.0,13.0,40.0,40.0,40.0,40.0,101.0,133.0,27.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,25.0,30.0,32.0,70.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,11.0,11.0,15.0,86.0,7.0,0.0,SAFE
5.0,5.0,6.0,6.0,9.0,20.0,20.0,22.0,22.0,40.0,40.0,93.0,20.0,0.0,SAFE
20.0,20.0,32.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,216.0,125.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,10.0,69.0,77.0,8.0,0.0,SAFE
5.0,5.0,5.0,9.0,10.0,10.0,10.0,10.0,10.0,38.0,72.0,72.0,10.0,0.0,SAFE
5.0,9.0,27.0,34.0,154.0,154.0,154.0,163.0,163.0,182.0,182.0,182.0,154.0,0.0,SAFE
5.0,5.0,6.0,8.0,12.0,12.0,12.0,12.0,40.0,40.0,63.0,144.0,12.0,0.0,SAFE
5.0,8.0,8.0,9.0,17.0,76.0,95.0,180.0,199.0,199.0,199.0,392.0,86.0,0.03950777202072542,SAFE
11.0,13.0,15.0,15.0,15.0,15.0,40.0,40.0,40.0,55.0,131.0,381.0,28.0,0.03510000000000002,SAFE
5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,34.0,67.0,100.0,134.0,9.0,0.0,SAFE
6.0,18.0,107.0,137.0,374.0,374.0,563.0,563.0,934.0,992.0,1062.0,1079.0,469.0,0.33978947368421053,EXCEED
5.0,7.0,32.0,33.0,59.0,59.0,63.0,122.0,122.0,171.0,171.0,171.0,61.0,0.0,SAFE
5.0,5.0,5.0,9.0,10.0,31.0,34.0,34.0,60.0,60.0,60.0,60.0,33.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,16.0,16.0,16.0,137.0,10.0,0.0,SAFE
5.0,5.0,5.0,12.0,12.0,18.0,18.0,37.0,37.0,37.0,76.0,113.0,18.0,0.0,SAFE
5.0,7.0,10.0,14.0,18.0,18.0,34.0,34.0,34.0,34.0,84.0,97.0,26.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,8.0,10.0,17.0,17.0,17.0,17.0,34.0,9.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,16.0,16.0,16.0,16.0,16.0,93.0,12.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,113.0,8.0,0.0,SAFE
18.0,26.0,55.0,55.0,55.0,209.0,270.0,270.0,270.0,270.0,270.0,270.0,239.0,0.0,SAFE
18.0,32.0,52.0,52.0,52.0,235.0,273.0,273.0,273.0,273.0,273.0,273.0,254.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0,14.0,74.0,5.0,0.0,SAFE
5.0,5.0,8.0,8.0,10.0,10.0,10.0,32.0,32.0,32.0,32.0,101.0,10.0,0.0,SAFE
