q_0.2,q_0.35,q_0.5,q_0.6,q_0.7,q_0.75,q_0.8,q_0.85,q_0.9,q_0.925,q_0.95,q_0.975,predictions,prob_exceed_280,risk_label
11.0,16.0,67.0,125.0,125.0,171.0,198.0,258.0,260.0,260.0,260.0,260.0,184.0,0.0,SAFE
5.0,8.0,8.0,13.0,34.0,34.0,34.0,48.0,48.0,48.0,48.0,163.0,34.0,0.0,SAFE
5.0,6.0,10.0,11.0,14.0,14.0,20.0,23.0,68.0,68.0,68.0,120.0,17.0,0.0,SAFE
6.0,10.0,12.0,38.0,38.0,108.0,119.0,119.0,119.0,119.0,238.0,238.0,114.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,6.0,10.0,21.0,113.0,117.0,158.0,992.0,8.0,0.04634292565947251,SAFE
5.0,5.0,6.0,7.0,7.0,7.0,48.0,48.0,72.0,72.0,72.0,208.0,27.0,0.0,SAFE
5.0,5.0,6.0,6.0,24.0,24.0,24.0,79.0,79.0,79.0,364.0,364.0,24.0,0.05740794856808884,SAFE
9.0,21.0,23.0,24.0,33.0,33.0,47.0,80.0,80.0,130.0,130.0,130.0,40.0,0.0,SAFE
7.0,10.0,19.0,41.0,42.0,42.0,46.0,58.0,65.0,142.0,172.0,821.0,44.0,0.04583975346687219,SAFE
6.0,6.0,9.0,9.0,12.0,13.0,24.0,24.0,24.0,24.0,24.0,81.0,18.0,0.0,SAFE
5.0,6.0,10.0,10.0,12.0,15.0,15.0,15.0,34.0,34.0,34.0,101.0,15.0,0.0,SAFE
5.0,5.0,6.0,6.0,11.0,11.0,33.0,67.0,67.0,78.0,78.0,119.0,22.0,0.0,SAFE
5.0,5.0,8.0,31.0,31.0,78.0,305.0,398.0,643.0,700.0,700.0,700.0,192.0,0.20550660792951536,EXCEED
5.0,5.0,13.0,13.0,13.0,13.0,13.0,52.0,52.0,202.0,209.0,287.0,13.0,0.027243589743589758,SAFE
5.0,6.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,83.0,104.0,12.0,0.0,SAFE
6.0,6.0,14.0,20.0,20.0,21.0,30.0,40.0,40.0,40.0,85.0,149.0,26.0,0.0,SAFE
5.0,10.0,10.0,10.0,12.0,12.0,20.0,20.0,28.0,28.0,164.0,230.0,16.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,9.0,17.0,17.0,17.0,17.0,17.0,123.0,13.0,0.0,SAFE
8.0,8.0,9.0,10.0,11.0,16.0,16.0,27.0,27.0,27.0,27.0,74.0,16.0,0.0,SAFE
6.0,40.0,40.0,89.0,89.0,120.0,120.0,120.0,120.0,130.0,130.0,230.0,120.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,24.0,24.0,24.0,91.0,11.0,0.0,SAFE
5.0,5.0,7.0,10.0,16.0,16.0,16.0,16.0,16.0,20.0,20.0,115.0,16.0,0.0,SAFE
5.0,5.0,5.0,7.0,20.0,20.0,20.0,20.0,58.0,58.0,94.0,182.0,20.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,30.0,30.0,96.0,102.0,102.0,6.0,0.0,SAFE
5.0,5.0,7.0,7.0,8.0,8.0,15.0,20.0,67.0,67.0,325.0,325.0,12.0,0.05436046511627912,SAFE
6.0,41.0,49.0,49.0,100.0,100.0,100.0,100.0,100.0,100.0,161.0,345.0,100.0,0.03383152173913051,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,10.0,10.0,19.0,30.0,61.0,112.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,19.0,26.0,26.0,57.0,57.0,77.0,13.0,0.0,SAFE
5.0,6.0,6.0,7.0,13.0,16.0,16.0,99.0,105.0,159.0,188.0,227.0,16.0,0.0,SAFE
5.0,5.0,5.0,5.0,8.0,10.0,10.0,10.0,39.0,63.0,122.0,122.0,10.0,0.0,SAFE
6.0,8.0,56.0,61.0,108.0,150.0,439.0,780.0,1634.0,1749.0,1972.0,1972.0,294.0,0.22750865051903113,EXCEED
12.0,21.0,106.0,177.0,293.0,572.0,575.0,1308.0,2864.0,3231.0,3452.0,3452.0,574.0,0.3112068965517242,EXCEED
143.0,1108.0,2174.0,3052.0,3052.0,3052.0,3052.0,3052.0,3391.0,3451.0,3664.0,4125.0,3052.0,0.7787046632124353,EXCEED
7.0,12.0,88.0,230.0,376.0,376.0,401.0,450.0,453.0,454.0,454.0,454.0,388.0,0.36575342465753424,EXCEED
5.0,14.0,70.0,70.0,83.0,114.0,114.0,114.0,341.0,341.0,341.0,646.0,114.0,0.11345588235294113,SAFE
10.0,16.0,107.0,190.0,384.0,384.0,391.0,459.0,459.0,459.0,459.0,614.0,388.0,0.3537275064267352,EXCEED
5.0,10.0,71.0,162.0,255.0,268.0,345.0,345.0,350.0,350.0,350.0,350.0,306.0,0.2422077922077922,EXCEED
5.0,5.0,14.0,20.0,20.0,20.0,66.0,66.0,122.0,122.0,122.0,122.0,43.0,0.0,SAFE
7.0,14.0,14.0,14.0,75.0,93.0,93.0,93.0,93.0,318.0,318.0,318.0,93.0,0.07919606386929068,SAFE
7.0,7.0,8.0,15.0,18.0,20.0,20.0,46.0,46.0,131.0,131.0,131.0,20.0,0.0,SAFE
8.0,8.0,26.0,26.0,30.0,30.0,33.0,105.0,149.0,149.0,280.0,280.0,31.0,0.0,SAFE
54.0,108.0,249.0,259.0,259.0,259.0,272.0,272.0,272.0,310.0,310.0,310.0,265.0,0.09451754385964906,SAFE
9.0,15.0,21.0,37.0,37.0,37.0,42.0,42.0,59.0,128.0,185.0,340.0,40.0,0.0346774193548387,SAFE
5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,12.0,31.0,65.0,101.0,8.0,0.0,SAFE
6.0,6.0,12.0,12.0,12.0,12.0,14.0,72.0,72.0,75.0,118.0,118.0,13.0,0.0,SAFE
7.0,9.0,39.0,211.0,211.0,211.0,322.0,806.0,1223.0,1408.0,1428.0,1428.0,266.0,0.2189189189189189,EXCEED
5.0,7.0,58.0,70.0,118.0,150.0,150.0,150.0,264.0,264.0,264.0,264.0,150.0,0.0,SAFE
5.0,8.0,32.0,32.0,32.0,35.0,35.0,35.0,143.0,198.0,261.0,261.0,35.0,0.0,SAFE
5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,43.0,43.0,131.0,179.0,8.0,0.0,SAFE
9.0,25.0,77.0,185.0,185.0,216.0,216.0,232.0,232.0,232.0,232.0,232.0,216.0,0.0,SAFE
5.0,16.0,31.0,37.0,81.0,81.0,81.0,108.0,545.0,545.0,545.0,1304.0,81.0,0.1303053435114504,SAFE
5.0,6.0,10.0,12.0,12.0,28.0,28.0,28.0,28.0,62.0,152.0,152.0,28.0,0.0,SAFE
5.0,5.0,5.0,11.0,15.0,15.0,24.0,34.0,34.0,62.0,223.0,223.0,20.0,0.0,SAFE
9.0,11.0,20.0,69.0,69.0,69.0,114.0,147.0,147.0,147.0,147.0,183.0,92.0,0.0,SAFE
5.0,8.0,12.0,17.0,17.0,21.0,21.0,23.0,23.0,23.0,200.0,282.0,21.0,0.025609756097561,SAFE
8.0,8.0,19.0,21.0,21.0,21.0,27.0,42.0,42.0,52.0,52.0,265.0,24.0,0.0,SAFE
52.0,500.0,1347.0,2108.0,2108.0,2108.0,2108.0,2817.0,2817.0,2817.0,3266.0,3606.0,2108.0,0.7236607142857143,EXCEED
27.0,45.0,73.0,144.0,297.0,297.0,297.0,297.0,297.0,542.0,617.0,617.0,297.0,0.31134289439374185,EXCEED
6.0,22.0,36.0,61.0,61.0,61.0,61.0,62.0,92.0,128.0,167.0,195.0,61.0,0.0,SAFE
8.0,8.0,10.0,10.0,10.0,22.0,22.0,40.0,46.0,46.0,126.0,126.0,22.0,0.0,SAFE
21.0,64.0,132.0,132.0,225.0,306.0,316.0,496.0,1070.0,1070.0,1152.0,1392.0,311.0,0.2660493827160494,EXCEED
5.0,10.0,13.0,30.0,49.0,75.0,75.0,129.0,143.0,143.0,143.0,144.0,75.0,0.0,SAFE
5.0,10.0,31.0,47.0,71.0,98.0,148.0,148.0,150.0,150.0,157.0,157.0,123.0,0.0,SAFE
6.0,12.0,12.0,14.0,14.0,14.0,14.0,40.0,40.0,40.0,40.0,117.0,14.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,16.0,21.0,21.0,21.0,21.0,77.0,12.0,0.0,SAFE
5.0,5.0,6.0,6.0,34.0,34.0,61.0,61.0,283.0,283.0,283.0,387.0,48.0,0.10074962518740627,SAFE
5.0,5.0,6.0,8.0,13.0,13.0,13.0,38.0,216.0,216.0,314.0,396.0,13.0,0.05862944162436545,SAFE
20.0,61.0,95.0,209.0,209.0,209.0,209.0,326.0,338.0,376.0,376.0,383.0,209.0,0.16970021413276226,SAFE
5.0,8.0,8.0,53.0,53.0,53.0,53.0,53.0,58.0,94.0,94.0,94.0,53.0,0.0,SAFE
5.0,15.0,41.0,42.0,42.0,42.0,44.0,47.0,101.0,101.0,101.0,167.0,43.0,0.0,SAFE
5.0,5.0,5.0,7.0,10.0,10.0,16.0,16.0,20.0,119.0,146.0,171.0,13.0,0.0,SAFE
5.0,6.0,6.0,6.0,7.0,22.0,22.0,34.0,64.0,64.0,64.0,113.0,22.0,0.0,SAFE
5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,120.0,120.0,20.0,0.0,SAFE
13.0,41.0,71.0,89.0,91.0,91.0,91.0,91.0,116.0,116.0,385.0,385.0,91.0,0.059758364312267664,SAFE
6.0,8.0,90.0,399.0,399.0,399.0,399.0,460.0,460.0,540.0,540.0,1960.0,399.0,0.43846153846153846,EXCEED
5.0,5.0,6.0,6.0,6.0,6.0,10.0,10.0,94.0,94.0,270.0,270.0,8.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,14.0,14.0,23.0,23.0,37.0,97.0,10.0,0.0,SAFE
6.0,13.0,14.0,59.0,71.0,86.0,208.0,371.0,384.0,408.0,408.0,408.0,147.0,0.17791411042944782,SAFE
5.0,5.0,11.0,32.0,32.0,32.0,32.0,52.0,52.0,52.0,83.0,125.0,32.0,0.0,SAFE
5.0,5.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,21.0,88.0,12.0,0.0,SAFE
6.0,6.0,7.0,7.0,7.0,7.0,7.0,14.0,14.0,14.0,43.0,94.0,7.0,0.0,SAFE
5.0,5.0,5.0,12.0,12.0,12.0,12.0,12.0,16.0,16.0,16.0,106.0,12.0,0.0,SAFE
8.0,8.0,32.0,32.0,66.0,71.0,71.0,71.0,71.0,71.0,170.0,170.0,71.0,0.0,SAFE
6.0,10.0,10.0,10.0,16.0,16.0,31.0,74.0,74.0,264.0,264.0,264.0,24.0,0.0,SAFE
7.0,9.0,12.0,26.0,26.0,33.0,33.0,33.0,76.0,76.0,126.0,126.0,33.0,0.0,SAFE
52.0,642.0,1455.0,3871.0,3871.0,4180.0,4180.0,4889.0,4889.0,4913.0,4913.0,4913.0,4180.0,0.7420338983050847,EXCEED
6.0,6.0,6.0,18.0,22.0,77.0,86.0,86.0,86.0,153.0,218.0,218.0,81.0,0.0,SAFE
14.0,91.0,149.0,153.0,153.0,153.0,158.0,158.0,158.0,158.0,174.0,906.0,155.0,0.04637978142076504,SAFE
44.0,408.0,763.0,763.0,1006.0,1006.0,1006.0,1006.0,1006.0,1244.0,1244.0,1328.0,1006.0,0.7027472527472527,EXCEED
16.0,41.0,57.0,57.0,57.0,57.0,57.0,275.0,313.0,329.0,329.0,329.0,57.0,0.143421052631579,SAFE
6.0,7.0,10.0,10.0,10.0,15.0,15.0,15.0,29.0,29.0,29.0,95.0,15.0,0.0,SAFE
5.0,5.0,8.0,12.0,12.0,12.0,12.0,14.0,14.0,22.0,67.0,88.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,21.0,54.0,54.0,70.0,7.0,0.0,SAFE
6.0,6.0,10.0,12.0,12.0,12.0,18.0,18.0,18.0,22.0,45.0,120.0,15.0,0.0,SAFE
5.0,5.0,6.0,6.0,10.0,10.0,11.0,11.0,14.0,14.0,18.0,94.0,10.0,0.0,SAFE
6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,13.0,55.0,107.0,7.0,0.0,SAFE
6.0,6.0,8.0,10.0,12.0,12.0,12.0,12.0,15.0,26.0,32.0,58.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,9.0,53.0,76.0,6.0,0.0,SAFE
5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,14.0,14.0,27.0,62.0,8.0,0.0,SAFE
5.0,5.0,6.0,7.0,7.0,7.0,11.0,12.0,12.0,40.0,78.0,78.0,9.0,0.0,SAFE
5.0,7.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,44.0,58.0,79.0,11.0,0.0,SAFE
5.0,5.0,5.0,5.0,8.0,8.0,13.0,13.0,13.0,26.0,46.0,92.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,15.0,17.0,79.0,15.0,0.0,SAFE
5.0,5.0,5.0,6.0,10.0,20.0,20.0,20.0,20.0,24.0,24.0,71.0,20.0,0.0,SAFE
58.0,92.0,124.0,267.0,381.0,381.0,381.0,401.0,401.0,401.0,401.0,401.0,381.0,0.3885630498533724,EXCEED
6.0,6.0,11.0,49.0,72.0,95.0,99.0,149.0,427.0,427.0,427.0,580.0,97.0,0.1264105642256903,SAFE
5.0,8.0,25.0,41.0,60.0,60.0,60.0,66.0,66.0,66.0,154.0,177.0,60.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,17.0,17.0,17.0,36.0,72.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,33.0,33.0,33.0,46.0,46.0,102.0,20.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,73.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0,11.0,16.0,21.0,76.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,16.0,16.0,16.0,16.0,18.0,71.0,176.0,16.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,41.0,41.0,41.0,72.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,8.0,11.0,11.0,11.0,18.0,18.0,26.0,28.0,11.0,0.0,SAFE
6.0,6.0,8.0,8.0,10.0,13.0,13.0,13.0,13.0,15.0,43.0,88.0,13.0,0.0,SAFE
5.0,6.0,6.0,9.0,23.0,23.0,24.0,24.0,24.0,26.0,26.0,55.0,24.0,0.0,SAFE
9.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,72.0,72.0,72.0,14.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,21.0,73.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,23.0,23.0,60.0,60.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,12.0,12.0,12.0,12.0,14.0,58.0,10.0,0.0,SAFE
5.0,9.0,10.0,10.0,10.0,10.0,10.0,21.0,21.0,21.0,21.0,92.0,10.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,20.0,20.0,20.0,20.0,20.0,74.0,13.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,12.0,12.0,22.0,22.0,45.0,84.0,10.0,0.0,SAFE
5.0,6.0,6.0,12.0,26.0,26.0,31.0,63.0,63.0,63.0,63.0,67.0,28.0,0.0,SAFE
6.0,6.0,10.0,10.0,10.0,18.0,21.0,42.0,42.0,42.0,60.0,60.0,20.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,14.0,14.0,16.0,93.0,5.0,0.0,SAFE
5.0,6.0,14.0,19.0,25.0,25.0,25.0,28.0,28.0,28.0,55.0,95.0,25.0,0.0,SAFE
5.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,16.0,18.0,31.0,78.0,10.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,11.0,21.0,86.0,7.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,18.0,18.0,18.0,18.0,18.0,18.0,80.0,18.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,18.0,18.0,18.0,18.0,18.0,39.0,98.0,18.0,0.0,SAFE
5.0,5.0,6.0,7.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,52.0,10.0,0.0,SAFE
5.0,6.0,6.0,15.0,20.0,22.0,22.0,22.0,23.0,63.0,102.0,102.0,22.0,0.0,SAFE
5.0,5.0,10.0,10.0,28.0,28.0,70.0,70.0,112.0,135.0,135.0,158.0,49.0,0.0,SAFE
5.0,5.0,7.0,8.0,11.0,11.0,11.0,11.0,39.0,39.0,39.0,111.0,11.0,0.0,SAFE
8.0,8.0,10.0,20.0,20.0,20.0,29.0,29.0,29.0,54.0,54.0,157.0,24.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,14.0,14.0,15.0,26.0,123.0,6.0,0.0,SAFE
6.0,6.0,10.0,10.0,10.0,21.0,21.0,21.0,21.0,29.0,35.0,81.0,21.0,0.0,SAFE
5.0,5.0,5.0,6.0,8.0,8.0,10.0,10.0,13.0,36.0,36.0,94.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,10.0,26.0,40.0,175.0,7.0,0.0,SAFE
5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,25.0,25.0,41.0,58.0,9.0,0.0,SAFE
17.0,35.0,56.0,76.0,112.0,112.0,188.0,249.0,249.0,249.0,249.0,285.0,150.0,0.028496503496503567,SAFE
5.0,8.0,21.0,21.0,25.0,29.0,31.0,69.0,69.0,69.0,69.0,94.0,30.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,14.0,18.0,108.0,118.0,5.0,0.0,SAFE
5.0,11.0,23.0,23.0,23.0,23.0,23.0,142.0,142.0,142.0,261.0,433.0,23.0,0.047238372093023284,SAFE
5.0,5.0,7.0,7.0,8.0,20.0,20.0,50.0,50.0,50.0,50.0,86.0,20.0,0.0,SAFE
6.0,6.0,17.0,20.0,26.0,54.0,54.0,63.0,63.0,98.0,98.0,157.0,54.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,20.0,51.0,51.0,51.0,51.0,89.0,13.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,10.0,10.0,32.0,70.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,21.0,58.0,6.0,0.0,SAFE
8.0,8.0,11.0,17.0,39.0,45.0,83.0,83.0,83.0,108.0,108.0,149.0,64.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,16.0,24.0,85.0,6.0,0.0,SAFE
5.0,5.0,6.0,7.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,79.0,12.0,0.0,SAFE
5.0,5.0,7.0,7.0,7.0,7.0,11.0,11.0,50.0,50.0,52.0,63.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,32.0,32.0,68.0,6.0,0.0,SAFE
5.0,8.0,12.0,25.0,29.0,31.0,62.0,62.0,62.0,62.0,75.0,75.0,46.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,17.0,130.0,8.0,0.0,SAFE
6.0,10.0,79.0,79.0,126.0,126.0,126.0,196.0,196.0,196.0,196.0,196.0,126.0,0.0,SAFE
5.0,6.0,6.0,11.0,12.0,12.0,12.0,30.0,30.0,30.0,46.0,95.0,12.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,10.0,22.0,22.0,22.0,22.0,43.0,221.0,16.0,0.0,SAFE
5.0,11.0,42.0,59.0,104.0,104.0,210.0,210.0,210.0,210.0,210.0,210.0,157.0,0.0,SAFE
5.0,5.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,67.0,94.0,18.0,0.0,SAFE
5.0,6.0,7.0,8.0,8.0,12.0,16.0,16.0,29.0,29.0,29.0,69.0,14.0,0.0,SAFE
48.0,115.0,396.0,440.0,730.0,730.0,1181.0,1298.0,1308.0,1328.0,1328.0,1328.0,956.0,0.5619217081850534,EXCEED
5.0,11.0,13.0,22.0,22.0,22.0,22.0,22.0,30.0,30.0,32.0,87.0,22.0,0.0,SAFE
5.0,6.0,6.0,10.0,10.0,10.0,14.0,14.0,14.0,40.0,44.0,87.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,24.0,24.0,24.0,24.0,53.0,170.0,324.0,24.0,0.03214285714285714,SAFE
5.0,5.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,24.0,28.0,129.0,15.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,11.0,11.0,11.0,11.0,36.0,150.0,209.0,11.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,7.0,12.0,32.0,32.0,63.0,63.0,63.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,10.0,10.0,20.0,20.0,20.0,24.0,79.0,10.0,0.0,SAFE
5.0,7.0,7.0,7.0,10.0,10.0,19.0,19.0,19.0,90.0,90.0,123.0,14.0,0.0,SAFE
6.0,6.0,6.0,8.0,12.0,12.0,12.0,12.0,26.0,43.0,72.0,72.0,12.0,0.0,SAFE
5.0,8.0,50.0,54.0,54.0,66.0,66.0,124.0,124.0,189.0,189.0,227.0,66.0,0.0,SAFE
5.0,8.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,29.0,83.0,11.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,9.0,10.0,10.0,13.0,23.0,90.0,8.0,0.0,SAFE
7.0,7.0,15.0,27.0,31.0,46.0,123.0,125.0,125.0,170.0,170.0,170.0,84.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,10.0,10.0,64.0,64.0,64.0,64.0,82.0,10.0,0.0,SAFE
7.0,10.0,32.0,77.0,77.0,77.0,115.0,115.0,115.0,115.0,115.0,371.0,96.0,0.03387978142076509,SAFE
5.0,13.0,26.0,73.0,90.0,105.0,118.0,137.0,137.0,137.0,137.0,137.0,112.0,0.0,SAFE
5.0,5.0,5.0,9.0,9.0,12.0,12.0,12.0,12.0,31.0,100.0,111.0,12.0,0.0,SAFE
6.0,10.0,12.0,16.0,30.0,36.0,36.0,94.0,94.0,94.0,94.0,94.0,36.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,7.0,13.0,17.0,17.0,51.0,108.0,7.0,0.0,SAFE
5.0,8.0,8.0,13.0,19.0,19.0,19.0,54.0,54.0,54.0,54.0,92.0,19.0,0.0,SAFE
5.0,5.0,11.0,11.0,11.0,11.0,44.0,44.0,44.0,140.0,140.0,140.0,27.0,0.0,SAFE
5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,26.0,26.0,44.0,81.0,8.0,0.0,SAFE
5.0,9.0,12.0,30.0,78.0,78.0,136.0,136.0,136.0,136.0,136.0,136.0,107.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,7.0,9.0,29.0,32.0,32.0,32.0,91.0,8.0,0.0,SAFE
22.0,118.0,281.0,736.0,736.0,736.0,1728.0,1728.0,1728.0,2082.0,2082.0,2082.0,1232.0,0.500920245398773,EXCEED
6.0,6.0,6.0,9.0,9.0,11.0,11.0,11.0,11.0,13.0,25.0,98.0,11.0,0.0,SAFE
5.0,5.0,15.0,15.0,15.0,60.0,60.0,60.0,60.0,144.0,144.0,144.0,60.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,48.0,127.0,8.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,78.0,6.0,0.0,SAFE
5.0,5.0,7.0,7.0,8.0,9.0,9.0,24.0,49.0,49.0,54.0,54.0,9.0,0.0,SAFE
6.0,7.0,9.0,13.0,15.0,15.0,15.0,66.0,66.0,156.0,156.0,520.0,15.0,0.04150618982118304,SAFE
6.0,9.0,14.0,14.0,38.0,38.0,75.0,126.0,126.0,126.0,126.0,128.0,56.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,35.0,35.0,35.0,35.0,35.0,79.0,21.0,0.0,SAFE
5.0,7.0,8.0,8.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,85.0,14.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,13.0,13.0,13.0,23.0,23.0,23.0,91.0,13.0,0.0,SAFE
5.0,5.0,6.0,9.0,10.0,22.0,22.0,22.0,22.0,35.0,35.0,35.0,22.0,0.0,SAFE
5.0,8.0,9.0,10.0,10.0,10.0,13.0,33.0,33.0,33.0,33.0,73.0,12.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,14.0,20.0,62.0,8.0,0.0,SAFE
6.0,10.0,12.0,20.0,21.0,27.0,27.0,27.0,35.0,35.0,65.0,76.0,27.0,0.0,SAFE
6.0,6.0,10.0,10.0,11.0,14.0,14.0,58.0,58.0,58.0,58.0,95.0,14.0,0.0,SAFE
5.0,6.0,6.0,13.0,13.0,13.0,13.0,20.0,20.0,20.0,20.0,84.0,13.0,0.0,SAFE
5.0,8.0,8.0,8.0,43.0,48.0,48.0,56.0,56.0,56.0,56.0,113.0,48.0,0.0,SAFE
5.0,7.0,8.0,8.0,11.0,12.0,12.0,12.0,12.0,32.0,32.0,72.0,12.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,17.0,32.0,32.0,60.0,6.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,9.0,10.0,12.0,12.0,12.0,38.0,59.0,10.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,13.0,34.0,34.0,61.0,7.0,0.0,SAFE
6.0,6.0,10.0,10.0,31.0,33.0,41.0,43.0,43.0,43.0,43.0,72.0,37.0,0.0,SAFE
5.0,5.0,9.0,9.0,9.0,9.0,9.0,53.0,94.0,94.0,117.0,367.0,9.0,0.03370000000000006,SAFE
5.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,18.0,18.0,39.0,67.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,13.0,21.0,79.0,5.0,0.0,SAFE
5.0,6.0,6.0,7.0,7.0,7.0,12.0,12.0,12.0,22.0,22.0,70.0,9.0,0.0,SAFE
6.0,7.0,9.0,24.0,110.0,111.0,278.0,327.0,552.0,560.0,564.0,564.0,194.0,0.19795918367346932,EXCEED
5.0,6.0,18.0,18.0,90.0,129.0,129.0,129.0,129.0,151.0,365.0,991.0,129.0,0.0599299065420561,SAFE
6.0,9.0,14.0,43.0,56.0,60.0,71.0,71.0,71.0,71.0,71.0,235.0,65.0,0.0,SAFE
5.0,8.0,8.0,36.0,36.0,36.0,36.0,49.0,146.0,344.0,344.0,344.0,36.0,0.08308080808080809,SAFE
160.0,802.0,1020.0,1098.0,1098.0,1098.0,1638.0,1638.0,1638.0,1638.0,1648.0,2657.0,1368.0,0.7719626168224298,EXCEED
5.0,11.0,32.0,32.0,33.0,33.0,49.0,49.0,49.0,49.0,49.0,95.0,41.0,0.0,SAFE
7.0,7.0,34.0,65.0,79.0,79.0,79.0,79.0,94.0,94.0,94.0,104.0,79.0,0.0,SAFE
